Project_ID,Display Width (Feet),Display Height (Feet),Total Area Sq Ft,Pixel Pitch,Cabinet Width (mm),Cabinet Height (mm),Module Width (mm),Module Height (mm),Aspect Ratio,Installation Type,Brightness (nits),Refresh Rate (Hz),Display Width (mm),Display Height (mm),Horizontal Pixels,Vertical Pixels,Total Pixels,Total Megapixels,Cabinets Horizontal,Cabinets Vertical,Total Cabinets,Modules per Cabinet,Total Modules,Estimated Data Rate (Gbps),Required Sending Cards,Required Receiving Cards,Redundancy Required,Control Mode,Controller Type,Controller Brand,Controller Model,Controller Series,Maximum Load Pixels,Maximum Width Pixels,Maximum Height Pixels,Maximum Ethernet Ports,Maximum Fiber Ports,Controller Units Required,Controller Load %,Recommended Usage,Reason for Selection,Selection Confidence %,Approx Controller Price (USD),Approx Controller Price (INR),Official Product URL,Official Datasheet URL,Manufacturer,Country,Availability,AI Explanation
PRJ-00227,12.6,22.05,277.83,P8,960,960,320,160,4:7,Outdoor,5400,1920,3840,6720,480,840,403200,0.403,4,7,28,18,504,0.668,1,28,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-C16C,C Series,650000,4096,2048,1,0,1,62.0,Small-mid full-color signs,Smallest economical controller with >=10% headroom: 0.40MP load vs 0.65MP capacity (62.0% utilization); width 480px <= 4096px and height 840px <= 2048px limits satisfied.,93,75,6300,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 480 x 840 which equals 0.40 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-C15C (390,000 px) but fits within the Huidu HD-C16C capacity of 650,000 px with a 10% safety margin (load 62.0%), the AI recommends Huidu HD-C16C (1x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 28 receiving card(s) are required for the 28-cabinet outdoor P8 display."
PRJ-00228,8.4,10.5,88.2,P10,640,640,160,160,4:5,Outdoor,5600,1920,2560,3200,256,320,81920,0.082,4,5,20,16,320,0.136,1,20,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-D15,D Series,300000,4096,512,1,0,1,27.3,"LED posters, shelf strips",Smallest economical controller with >=10% headroom: 0.08MP load vs 0.30MP capacity (27.3% utilization); width 256px <= 4096px and height 320px <= 512px limits satisfied.,98,45,3780,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 256 x 320 which equals 0.08 million pixels. Since the total pixel count fits within the Huidu HD-D15 capacity of 300,000 px with a 10% safety margin (load 27.3%), the AI recommends Huidu HD-D15 (1x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 20 receiving card(s) are required for the 20-cabinet outdoor P10 display."
PRJ-00229,31.92,43.67,1393.95,P4,512,512,256,128,19:26,Outdoor,2000,1920,9728,13312,2432,3328,8093696,8.094,19,26,494,8,3952,13.403,1,494,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1620,HD-VP Series,10400000,16384,8192,16,2,1,77.8,Very large budget walls,Smallest economical controller with >=10% headroom: 8.09MP load vs 10.40MP capacity (77.8% utilization); width 2432px <= 16384px and height 3328px <= 8192px limits satisfied.,90,1950,163800,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 2432 x 3328 which equals 8.09 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar MCTRL4K (8,850,000 px) but fits within the Huidu HD-VP1620 capacity of 10,400,000 px with a 10% safety margin (load 77.8%), the AI recommends Huidu HD-VP1620 (16x 1G Ethernet, 2x fiber). 13 Ethernet port(s) and 494 receiving card(s) are required for the 494-cabinet outdoor P4 display."
PRJ-00230,21.0,4.2,88.2,P4,640,640,320,160,5:1,Outdoor,2800,1920,6400,1280,1600,320,512000,0.512,10,2,20,8,160,0.848,1,20,No,Synchronous,Sync Sender/Processor,Huidu,HD-VP210,HD-VP Series,1300000,4096,2048,2,0,1,39.4,"Budget signage, small shops, rental basics",Smallest economical controller with >=10% headroom: 0.51MP load vs 1.30MP capacity (39.4% utilization); width 1600px <= 4096px and height 320px <= 2048px limits satisfied.,96,260,21840,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 1600 x 320 which equals 0.51 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-C10 (520,000 px) but fits within the Huidu HD-VP210 capacity of 1,300,000 px with a 10% safety margin (load 39.4%), the AI recommends Huidu HD-VP210 (2x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 20 receiving card(s) are required for the 20-cabinet outdoor P4 display."
PRJ-00231,7.56,5.67,42.87,P3,576,576,192,192,4:3,Outdoor,2800,3840,2304,1728,768,576,442368,0.442,4,3,12,9,108,0.733,1,12,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-A4L,A Series,650000,4096,2048,1,0,1,68.1,Mid-size cloud-published signage,Smallest economical controller with >=10% headroom: 0.44MP load vs 0.65MP capacity (68.1% utilization); width 768px <= 4096px and height 576px <= 2048px limits satisfied.,95,170,14280,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 768 x 576 which equals 0.44 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-C15C (390,000 px) but fits within the Huidu HD-A4L capacity of 650,000 px with a 10% safety margin (load 68.1%), the AI recommends Huidu HD-A4L (1x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 12 receiving card(s) are required for the 12-cabinet outdoor P3 display."
PRJ-00232,35.91,28.35,1018.05,P3,576,576,192,192,19:15,Outdoor,3800,1920,10944,8640,3648,2880,10506240,10.506,19,15,285,9,2565,17.398,1,285,Yes,Synchronous,Sync Sender/Processor,NovaStar,VX2000 Pro,VX Series,13000000,16384,8192,20,4,1,80.8,"Large premium rental, studios",Smallest economical controller with >=10% headroom: 10.51MP load vs 13.00MP capacity (80.8% utilization); width 3648px <= 16384px and height 2880px <= 8192px limits satisfied.,88,5900,495600,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 3648 x 2880 which equals 10.51 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP1640 (10,400,000 px) but fits within the NovaStar VX2000 Pro capacity of 13,000,000 px with a 10% safety margin (load 80.8%), the AI recommends NovaStar VX2000 Pro (20x 1G Ethernet, 4x fiber). 17 Ethernet port(s) and 285 receiving card(s) are required for the 285-cabinet outdoor P3 display."
PRJ-00233,18.9,8.4,158.76,P5,640,640,320,160,9:4,Indoor,5000,1920,5760,2560,1152,512,589824,0.59,9,4,36,8,288,0.977,1,36,No,Synchronous,Sync Sender/Processor,NovaStar,MCTRL300,MCTRL Series,1310000,3840,1920,2,0,1,45.0,"Signage, shop windows, budget fixed installs",Smallest economical controller with >=10% headroom: 0.59MP load vs 1.31MP capacity (45.0% utilization); width 1152px <= 3840px and height 512px <= 1920px limits satisfied.,95,380,31920,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 1152 x 512 which equals 0.59 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-D35 (650,000 px) but fits within the NovaStar MCTRL300 capacity of 1,310,000 px with a 10% safety margin (load 45.0%), the AI recommends NovaStar MCTRL300 (2x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 36 receiving card(s) are required for the 36-cabinet indoor P5 display."
PRJ-00234,7.87,2.21,17.39,P0.9,600,675,150,168.75,32:9,Indoor,600,1920,2400,675,2667,750,2000250,2.0,4,1,4,16.0,64.0,3.312,1,4,No,Synchronous,Sync Sender/Processor,NovaStar,VX600 Pro,VX Series,3900000,10240,8192,6,2,1,51.3,"Broadcast-grade mid-size walls, rental",Smallest economical controller with >=10% headroom: 2.00MP load vs 3.90MP capacity (51.3% utilization); width 2667px <= 10240px and height 750px <= 8192px limits satisfied.,93,2100,176400,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 2667 x 750 which equals 2.00 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A603 (2,000,000 px) but fits within the NovaStar VX600 Pro capacity of 3,900,000 px with a 10% safety margin (load 51.3%), the AI recommends NovaStar VX600 Pro (6x 1G Ethernet, 2x fiber). 4 Ethernet port(s) and 4 receiving card(s) are required for the 4-cabinet indoor P0.9 display."
PRJ-00235,9.84,2.21,21.75,P0.9,600,675,300,168.75,40:9,Indoor,900,3840,3000,675,3333,750,2499750,2.5,5,1,5,8.0,40.0,4.14,1,5,No,Synchronous,Sync Sender/Processor,NovaStar,VX600,VX Series,3900000,10240,8192,6,0,1,64.1,"Conference rooms, control rooms, rental",Smallest economical controller with >=10% headroom: 2.50MP load vs 3.90MP capacity (64.1% utilization); width 3333px <= 10240px and height 750px <= 8192px limits satisfied.,95,1350,113400,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 3333 x 750 which equals 2.50 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the NovaStar VX600 capacity of 3,900,000 px with a 10% safety margin (load 64.1%), the AI recommends NovaStar VX600 (6x 1G Ethernet, 0x fiber). 4 Ethernet port(s) and 5 receiving card(s) are required for the 5-cabinet indoor P0.9 display."
PRJ-00236,78.74,18.9,1488.19,P10,960,960,160,160,25:6,Outdoor,7500,1920,24000,5760,2400,576,1382400,1.382,25,6,150,36,5400,2.289,1,150,Yes,Synchronous,Sync Sender/Processor,NovaStar,MCTRL600,MCTRL Series,2300000,4096,2048,4,0,1,60.1,"Fixed installs, signage",Smallest economical controller with >=10% headroom: 1.38MP load vs 2.30MP capacity (60.1% utilization); width 2400px <= 4096px and height 576px <= 2048px limits satisfied.,93,520,43680,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 2400 x 576 which equals 1.38 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight S2 (1,310,000 px) but fits within the NovaStar MCTRL600 capacity of 2,300,000 px with a 10% safety margin (load 60.1%), the AI recommends NovaStar MCTRL600 (4x 1G Ethernet, 0x fiber). 3 Ethernet port(s) and 150 receiving card(s) are required for the 150-cabinet outdoor P10 display."
PRJ-00237,22.05,28.35,625.12,P6,960,960,192,192,7:9,Outdoor,4800,3840,6720,8640,1120,1440,1612800,1.613,7,9,63,25,1575,2.671,1,63,Yes,Asynchronous (PC-free),Async Media Player/Card,Colorlight,A200,A Series,2300000,4096,2048,4,0,1,70.1,"Larger DOOH, mirror screens",Smallest economical controller with >=10% headroom: 1.61MP load vs 2.30MP capacity (70.1% utilization); width 1120px <= 4096px and height 1440px <= 2048px limits satisfied.,94,430,36120,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 1120 x 1440 which equals 1.61 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight S2 (1,310,000 px) but fits within the Colorlight A200 capacity of 2,300,000 px with a 10% safety margin (load 70.1%), the AI recommends Colorlight A200 (4x 1G Ethernet, 0x fiber). 3 Ethernet port(s) and 63 receiving card(s) are required for the 63-cabinet outdoor P6 display."
PRJ-00238,111.29,2.1,233.71,P10,640,640,320,160,53.00:1,Outdoor,7400,1920,33920,640,3392,64,217088,0.217,53,1,53,8,424,0.359,1,53,No,Asynchronous (PC-free),Async Media Player/Card,Colorlight,A35,A Series,350000,4096,1024,1,0,1,62.0,Small storefront and pole screens,Smallest economical controller with >=10% headroom: 0.22MP load vs 0.35MP capacity (62.0% utilization); width 3392px <= 4096px and height 64px <= 1024px limits satisfied.,96,150,12600,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 3392 x 64 which equals 0.22 million pixels. Since the total pixel count fits within the Colorlight A35 capacity of 350,000 px with a 10% safety margin (load 62.0%), the AI recommends Colorlight A35 (1x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 53 receiving card(s) are required for the 53-cabinet outdoor P10 display."
PRJ-00239,2.1,4.72,9.91,P3,640,480,320,160,4:9,Outdoor,3200,3840,640,1440,213,480,102240,0.102,1,3,3,6,18,0.169,1,3,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-D15,D Series,300000,4096,512,1,0,1,34.1,"LED posters, shelf strips",Smallest economical controller with >=10% headroom: 0.10MP load vs 0.30MP capacity (34.1% utilization); width 213px <= 4096px and height 480px <= 512px limits satisfied.,98,45,3780,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 213 x 480 which equals 0.10 million pixels. Since the total pixel count fits within the Huidu HD-D15 capacity of 300,000 px with a 10% safety margin (load 34.1%), the AI recommends Huidu HD-D15 (1x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 3 receiving card(s) are required for the 3-cabinet outdoor P3 display."
PRJ-00240,37.8,28.35,1071.63,P10,960,960,160,160,4:3,Outdoor,9000,3840,11520,8640,1152,864,995328,0.995,12,9,108,36,3888,1.648,1,108,Yes,Asynchronous (PC-free),Async Media Player/Card,NovaStar,TB60,Taurus Series,2300000,4096,2048,4,0,1,43.3,DOOH needing live HDMI fallback,Smallest economical controller with >=10% headroom: 0.99MP load vs 2.30MP capacity (43.3% utilization); width 1152px <= 4096px and height 864px <= 2048px limits satisfied.,96,640,53760,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 1152 x 864 which equals 0.99 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A602 (950,000 px) but fits within the NovaStar TB60 capacity of 2,300,000 px with a 10% safety margin (load 43.3%), the AI recommends NovaStar TB60 (4x 1G Ethernet, 0x fiber). 2 Ethernet port(s) and 108 receiving card(s) are required for the 108-cabinet outdoor P10 display."
PRJ-00241,14.7,7.87,115.69,P1.86,640,480,320,160,28:15,Indoor,600,1920,4480,2400,2409,1290,3107610,3.108,7,5,35,6,210,5.146,1,35,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-A8,A Series,8290000,8192,4096,10,0,1,37.5,"4K DOOH, large PC-free billboards",Smallest economical controller with >=10% headroom: 3.11MP load vs 8.29MP capacity (37.5% utilization); width 2409px <= 8192px and height 1290px <= 4096px limits satisfied.,99,780,65520,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 2409 x 1290 which equals 3.11 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the Huidu HD-A8 capacity of 8,290,000 px with a 10% safety margin (load 37.5%), the AI recommends Huidu HD-A8 (10x 1G Ethernet, 0x fiber). 5 Ethernet port(s) and 35 receiving card(s) are required for the 35-cabinet indoor P1.86 display."
PRJ-00242,3.28,3.28,10.76,P1.86,500,1000,250,250,1:1,Indoor,900,1920,1000,1000,538,538,289444,0.289,2,1,2,8,16,0.479,1,2,No,Synchronous,Sync Sender/Processor,Colorlight,X1,X Series,650000,4096,1080,1,0,1,44.5,"Door headers, small signage, tickers",Smallest economical controller with >=10% headroom: 0.29MP load vs 0.65MP capacity (44.5% utilization); width 538px <= 4096px and height 538px <= 1080px limits satisfied.,97,180,15120,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 538 x 538 which equals 0.29 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-D15 (300,000 px) but fits within the Colorlight X1 capacity of 650,000 px with a 10% safety margin (load 44.5%), the AI recommends Colorlight X1 (1x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 2 receiving card(s) are required for the 2-cabinet indoor P1.86 display."
PRJ-00243,26.46,20.79,550.1,P3,576,576,192,192,14:11,Indoor,5000,3840,8064,6336,2688,2112,5677056,5.677,14,11,154,9,1386,9.401,1,154,Yes,Asynchronous (PC-free),Async Media Player/Card,NovaStar,SMP20 Pro,SMP Series,6500000,8192,4096,10,0,1,87.3,Large-scale DOOH and multi-site networks,Smallest economical controller with >=10% headroom: 5.68MP load vs 6.50MP capacity (87.3% utilization); width 2688px <= 8192px and height 2112px <= 4096px limits satisfied.,91,1450,121800,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 2688 x 2112 which equals 5.68 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the NovaStar SMP20 Pro capacity of 6,500,000 px with a 10% safety margin (load 87.3%), the AI recommends NovaStar SMP20 Pro (10x 1G Ethernet, 0x fiber). 9 Ethernet port(s) and 154 receiving card(s) are required for the 154-cabinet indoor P3 display."
PRJ-00244,11.76,10.08,118.54,P4,512,512,256,128,7:6,Outdoor,3000,3840,3584,3072,896,768,688128,0.688,7,6,42,8,336,1.14,1,42,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-A602,A Series,950000,2560,1440,2,0,1,72.4,"Event screens, rental basics",Smallest economical controller with >=10% headroom: 0.69MP load vs 0.95MP capacity (72.4% utilization); width 896px <= 2560px and height 768px <= 1440px limits satisfied.,94,190,15960,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 896 x 768 which equals 0.69 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-D35 (650,000 px) but fits within the Huidu HD-A602 capacity of 950,000 px with a 10% safety margin (load 72.4%), the AI recommends Huidu HD-A602 (2x 1G Ethernet, 0x fiber). 2 Ethernet port(s) and 42 receiving card(s) are required for the 42-cabinet outdoor P4 display."
PRJ-00245,4.2,1.57,6.59,P3,640,480,320,160,8:3,Outdoor,3300,3840,1280,480,427,160,68320,0.068,2,1,2,6,12,0.113,1,2,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-C15C,C Series,390000,4096,1024,1,0,1,17.5,Door-top and window signs,Smallest economical controller with >=10% headroom: 0.07MP load vs 0.39MP capacity (17.5% utilization); width 427px <= 4096px and height 160px <= 1024px limits satisfied.,99,55,4620,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 427 x 160 which equals 0.07 million pixels. Since the total pixel count fits within the Huidu HD-C15C capacity of 390,000 px with a 10% safety margin (load 17.5%), the AI recommends Huidu HD-C15C (1x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 2 receiving card(s) are required for the 2-cabinet outdoor P3 display."
PRJ-00246,23.1,9.45,218.29,P1.86,640,480,320,160,22:9,Indoor,800,1920,7040,2880,3785,1548,5859180,5.859,11,6,66,6,396,9.703,1,66,Yes,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-H4K,A Series,8290000,8192,4096,10,0,1,70.7,4K cloud-managed billboards,Smallest economical controller with >=10% headroom: 5.86MP load vs 8.29MP capacity (70.7% utilization); width 3785px <= 8192px and height 1548px <= 4096px limits satisfied.,96,720,60480,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 3785 x 1548 which equals 5.86 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight A800 (6,500,000 px) but fits within the Huidu HD-H4K capacity of 8,290,000 px with a 10% safety margin (load 70.7%), the AI recommends Huidu HD-H4K (10x 1G Ethernet, 0x fiber). 10 Ethernet port(s) and 66 receiving card(s) are required for the 66-cabinet indoor P1.86 display."
